11701,40.943554,-72.692218
11702,40.943554,-72.692218
11703,40.943554,-72.692218
11704,40.943554,-72.692218
11705,40.943554,-72.692218
11706,40.943554,-72.692218
11707,40.943554,-72.692218
11708,40.943554,-72.692218
11713,40.943554,-72.692218
11715,40.943554,-72.692218
11716,40.943554,-72.692218
11717,40.943554,-72.692218
11718,40.943554,-72.692218
11719,40.943554,-72.692218
11720,40.943554,-72.692218
11721,40.943554,-72.692218
11722,40.943554,-72.692218
11724,40.943554,-72.692218
11725,40.943554,-72.692218
11726,40.943554,-72.692218
11727,40.943554,-72.692218
11729,40.943554,-72.692218
11730,40.943554,-72.692218
11731,40.943554,-72.692218
11733,40.943554,-72.692218
11738,40.943554,-72.692218
11739,40.943554,-72.692218
11740,40.943554,-72.692218
11741,40.943554,-72.692218
11742,40.943554,-72.692218
11743,40.943554,-72.692218
11746,40.943554,-72.692218
11747,40.943554,-72.692218
11749,40.943554,-72.692218
11750,40.943554,-72.692218
11751,40.943554,-72.692218
11752,40.943554,-72.692218
11754,40.943554,-72.692218
11755,40.943554,-72.692218
11757,40.943554,-72.692218
11760,40.943554,-72.692218
11763,40.943554,-72.692218
11764,40.943554,-72.692218
11766,40.943554,-72.692218
11767,40.943554,-72.692218
11768,40.943554,-72.692218
11769,40.943554,-72.692218
11770,40.943554,-72.692218
11772,40.943554,-72.692218
11775,40.943554,-72.692218
11776,40.943554,-72.692218
11777,40.943554,-72.692218
11778,40.943554,-72.692218
11779,40.943554,-72.692218
11780,40.943554,-72.692218
11782,40.943554,-72.692218
11784,40.943554,-72.692218
11786,40.943554,-72.692218
11787,40.943554,-72.692218
11788,40.943554,-72.692218
11789,40.943554,-72.692218
11790,40.943554,-72.692218
11792,40.943554,-72.692218
11794,40.943554,-72.692218
11795,40.943554,-72.692218
11796,40.943554,-72.692218
11798,40.943554,-72.692218
11901,40.943554,-72.692218
11930,40.943554,-72.692218
11931,40.943554,-72.692218
11932,40.943554,-72.692218
11933,40.943554,-72.692218
11934,40.943554,-72.692218
11935,40.943554,-72.692218
11937,40.943554,-72.692218
11939,40.943554,-72.692218
11940,40.943554,-72.692218
11941,40.943554,-72.692218
11942,40.943554,-72.692218
11944,40.943554,-72.692218
11946,40.943554,-72.692218
11947,40.943554,-72.692218
11948,40.943554,-72.692218
11949,40.943554,-72.692218
11950,40.943554,-72.692218
11951,40.943554,-72.692218
11952,40.943554,-72.692218
11953,40.943554,-72.692218
11954,40.943554,-72.692218
11955,40.943554,-72.692218
11956,40.943554,-72.692218
11957,40.943554,-72.692218
11958,40.943554,-72.692218
11959,40.943554,-72.692218
11960,40.943554,-72.692218
11961,40.943554,-72.692218
11962,40.943554,-72.692218
11963,40.943554,-72.692218
11964,40.943554,-72.692218
11965,40.943554,-72.692218
11967,40.943554,-72.692218
11968,40.943554,-72.692218
11969,40.943554,-72.692218
11970,40.943554,-72.692218
11971,40.943554,-72.692218
11972,40.943554,-72.692218
11973,40.943554,-72.692218
11975,40.943554,-72.692218
11976,40.943554,-72.692218
11977,40.943554,-72.692218
11978,40.943554,-72.692218
11980,40.943554,-72.692218
10001,40.776642,-73.970187
10002,40.776642,-73.970187
10003,40.776642,-73.970187
10004,40.776642,-73.970187
10005,40.776642,-73.970187
10006,40.776642,-73.970187
10007,40.776642,-73.970187
10008,40.776642,-73.970187
10009,40.776642,-73.970187
10010,40.776642,-73.970187
10011,40.776642,-73.970187
10012,40.776642,-73.970187
10013,40.776642,-73.970187
10014,40.776642,-73.970187
10015,40.776642,-73.970187
10016,40.776642,-73.970187
10017,40.776642,-73.970187
10018,40.776642,-73.970187
10019,40.776642,-73.970187
10020,40.776642,-73.970187
10021,40.776642,-73.970187
10022,40.776642,-73.970187
10023,40.776642,-73.970187
10024,40.776642,-73.970187
10025,40.776642,-73.970187
10026,40.776642,-73.970187
10027,40.776642,-73.970187
10028,40.776642,-73.970187
10029,40.776642,-73.970187
10030,40.776642,-73.970187
10031,40.776642,-73.970187
10032,40.776642,-73.970187
10033,40.776642,-73.970187
10034,40.776642,-73.970187
10035,40.776642,-73.970187
10036,40.776642,-73.970187
10037,40.776642,-73.970187
10038,40.776642,-73.970187
10039,40.776642,-73.970187
10040,40.776642,-73.970187
10041,40.776642,-73.970187
10043,40.776642,-73.970187
10044,40.776642,-73.970187
10045,40.776642,-73.970187
10046,40.776642,-73.970187
10047,40.776642,-73.970187
10048,40.776642,-73.970187
10055,40.776642,-73.970187
10060,40.776642,-73.970187
10065,40.776642,-73.970187
10069,40.776642,-73.970187
10072,40.776642,-73.970187
10075,40.776642,-73.970187
10079,40.776642,-73.970187
10080,40.776642,-73.970187
10081,40.776642,-73.970187
10082,40.776642,-73.970187
10087,40.776642,-73.970187
10090,40.776642,-73.970187
10094,40.776642,-73.970187
10095,40.776642,-73.970187
10096,40.776642,-73.970187
10098,40.776642,-73.970187
10099,40.776642,-73.970187
10101,40.776642,-73.970187
10102,40.776642,-73.970187
10103,40.776642,-73.970187
10104,40.776642,-73.970187
10105,40.776642,-73.970187
10106,40.776642,-73.970187
10107,40.776642,-73.970187
10108,40.776642,-73.970187
