06/01/20,43.5575,-73.4011,12855,0,60,39
06/02/20,43.5575,-73.4011,12855,0,64,43
06/03/20,43.5575,-73.4011,12858,0.02,67,46
06/04/20,43.5575,-73.4011,12858,0.06,72,56
06/05/20,43.5575,-73.4011,12858,0,89,58
06/06/20,43.5575,-73.4011,12858,0.08,85,68
06/07/20,43.5575,-73.4011,12858,0.32,85,53
06/08/20,43.5575,-73.4011,12858,0,71,46
06/01/20,43.3203,-73.9256,12858,0,58,39
06/02/20,43.3203,-73.9256,12858,0,61,43
06/03/20,43.3203,-73.9256,12860,0,63,49
06/04/20,43.3203,-73.9256,12860,0,72,56
06/05/20,43.3203,-73.9256,12860,0,80,63
06/06/20,43.3203,-73.9256,12860,0,81,64
06/07/20,43.3203,-73.9256,12860,0,77,51
06/08/20,43.3203,-73.9256,12860,0,67,48
06/01/20,43.75477,-74.27558,12860,0.12,48,30
06/02/20,43.75477,-74.27558,12860,0.02,56,36
06/03/20,43.75477,-74.27558,12860,0.02,61,45
06/04/20,43.75477,-74.27558,12860,0.02,68,47
06/05/20,43.75477,-74.27558,12860,0,77,49
06/06/20,43.75477,-74.27558,12860,0.08,80,56
06/07/20,43.75477,-74.27558,12860,0.11,72,48
06/08/20,43.75477,-74.27558,12860,0,63,37
06/01/20,43.9707,-74.222,12860,0.12,48,32
06/02/20,43.9707,-74.222,12860,0.03,54,36
06/03/20,43.9707,-74.222,12883,0.06,61,40
06/04/20,43.9707,-74.222,12883,0.03,67,51
06/05/20,43.9707,-74.222,12883,0,81,52
06/06/20,43.9707,-74.222,12883,0,83,55
06/07/20,43.9707,-74.222,12883,0,76,46
06/08/20,43.9707,-74.222,12883,0,61,41
06/01/20,43.04121,-73.82109,12883,0.02,65,38
06/02/20,43.04121,-73.82109,12883,0.04,67,43
06/03/20,43.04121,-73.82109,12883,0,76,55
06/04/20,43.04121,-73.82109,12883,0,87,58
06/05/20,43.04121,-73.82109,12883,0.01,87,66
06/06/20,43.04121,-73.82109,12883,0,85,60
06/07/20,43.04121,-73.82109,12883,0,83,53
06/08/20,43.04121,-73.82109,12883,0,81,47
06/01/20,43.8,-73.7,12883,0,61,36
06/02/20,43.8,-73.7,12883,0,68,38
06/03/20,43.8,-73.7,12901,0,75,53
06/04/20,43.8,-73.7,12901,0,86,53
06/06/20,43.8,-73.7,12901,0,82,54
06/07/20,43.8,-73.7,12901,0,69,44
06/08/20,43.8,-73.7,12901,0,77,40
06/01/20,44.65,-73.46667,12901,0,59,39
06/02/20,44.65,-73.46667,12901,0,64,36
06/03/20,44.65,-73.46667,12901,0.04,59,51
06/04/20,44.65,-73.46667,12912,0,78,46
06/05/20,44.65,-73.46667,12912,0,90,53
06/06/20,44.65,-73.46667,12912,0.32,82,55
06/07/20,44.65,-73.46667,12912,0,71,49
06/08/20,44.65,-73.46667,12912,0,74,47
06/01/20,44.7192,-73.7205,12912,0,56,37
